
1월 05, 2023 19:27:23.440 NEW SESSION
1월 05, 2023 19:27:23.440 [7784:7848:0105/192723.438:ERROR:device_event_log_impl.cc(215)] [19:27:23.438] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
1월 05, 2023 19:27:23.444 [7784:7848:0105/192723.444:ERROR:device_event_log_impl.cc(215)] [19:27:23.445] USB: usb_service_win.cc:415 Could not read device interface GUIDs: 지정된 파일을 찾을 수 없습니다. (0x2)
1월 05, 2023 19:28:19.776 [7784:10608:0105/192819.768:ERROR:util.cc(133)] Can't create base directory: C:\Program Files\Google\GoogleUpdater

1월 11, 2023 19:46:09.393 NEW SESSION
1월 11, 2023 19:46:09.393 [7252:8056:0111/194609.392:ERROR:device_event_log_impl.cc(215)] [19:46:09.391] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
1월 11, 2023 19:46:09.393 [7252:8056:0111/194609.393:ERROR:device_event_log_impl.cc(215)] [19:46:09.393] USB: usb_service_win.cc:415 Could not read device interface GUIDs: 지정된 파일을 찾을 수 없습니다. (0x2)
1월 11, 2023 19:47:06.372 [7252:8596:0111/194706.372:ERROR:util.cc(133)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
1월 11, 2023 20:03:01.860 [7252:8056:0111/200301.860:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:01.861 [7252:8056:0111/200301.860:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:01.861 [7252:8056:0111/200301.860:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:01.862 [7252:8056:0111/200301.860:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:01.862 [7252:8056:0111/200301.860:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:10.238 [7252:8056:0111/200310.238:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:10.238 [7252:8056:0111/200310.238:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:10.238 [7252:8056:0111/200310.238:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:10.238 [7252:8056:0111/200310.238:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:10.238 [7252:8056:0111/200310.238:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:10.238 [7252:8056:0111/200310.238:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:16.926 [7252:8056:0111/200316.925:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:16.926 [7252:8056:0111/200316.926:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:16.926 [7252:8056:0111/200316.926:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:16.926 [7252:8056:0111/200316.926:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:16.926 [7252:8056:0111/200316.926:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
1월 11, 2023 20:03:16.926 [7252:8056:0111/200316.926:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)

1월 11, 2023 20:04:38.168 NEW SESSION
